sequence_id,source_file,frame_start,frame_end,frames,fps,duration_s,root_path_m,root_mean_speed_mps,root_yaw_range_rad,wrist_range_m,contact_transitions,eligible,rejection_reason
aiming1_subject1_f005400_006000,data/lafan1/aiming1_subject1.bvh,5400,6000,600,30.000300003000028,19.9998,23.325430436863613,1.1682302350668055,10.580799746545274,8.312286254794174,30,False,semantic_exclusion
aiming1_subject1_f005700_006300,data/lafan1/aiming1_subject1.bvh,5700,6300,600,30.000300003000028,19.9998,21.89148198191353,1.0964123989443664,13.648070482650077,8.796702737377398,54,False,semantic_exclusion
aiming1_subject1_f006000_006600,data/lafan1/aiming1_subject1.bvh,6000,6600,600,30.000300003000028,19.9998,16.803383359894276,0.8415802034428163,7.730089160974161,7.289956482885623,82,False,semantic_exclusion
aiming1_subject1_f006300_006900,data/lafan1/aiming1_subject1.bvh,6300,6900,600,30.000300003000028,19.9998,12.925331112173625,0.6473519382359245,9.462901074195253,6.399748140927381,80,False,semantic_exclusion
aiming1_subject1_f006584_007184,data/lafan1/aiming1_subject1.bvh,6584,7184,600,30.000300003000028,19.9998,10.556113675999494,0.5286921154353194,9.801542607624224,4.982853296879975,91,False,semantic_exclusion
aiming1_subject4_f000000_000600,data/lafan1/aiming1_subject4.bvh,0,600,600,30.000300003000028,19.9998,13.015170049991887,0.6518514291983598,4.906376904458044,7.919335201340854,50,False,semantic_exclusion
aiming1_subject4_f000300_000900,data/lafan1/aiming1_subject4.bvh,300,900,600,30.000300003000028,19.9998,11.12893146210458,0.5573811061368332,6.238974197224406,6.86239105715514,55,False,semantic_exclusion
aiming1_subject4_f000600_001200,data/lafan1/aiming1_subject4.bvh,600,1200,600,30.000300003000028,19.9998,13.711287241953217,0.6867157440499221,4.4375190001821645,7.725529516017943,51,False,semantic_exclusion
aiming1_subject4_f000900_001500,data/lafan1/aiming1_subject4.bvh,900,1500,600,30.000300003000028,19.9998,16.98073114068731,0.8504624849597733,5.381432032966866,8.166587606577462,41,False,semantic_exclusion
aiming1_subject4_f001200_001800,data/lafan1/aiming1_subject4.bvh,1200,1800,600,30.000300003000028,19.9998,12.57136312997081,0.6296238152684103,4.895194691065552,8.014285566589958,43,False,semantic_exclusion
aiming1_subject4_f001500_002100,data/lafan1/aiming1_subject4.bvh,1500,2100,600,30.000300003000028,19.9998,15.552161165215564,0.7789140244598889,4.036668395868729,6.178307257213925,31,False,semantic_exclusion
aiming1_subject4_f001800_002400,data/lafan1/aiming1_subject4.bvh,1800,2400,600,30.000300003000028,19.9998,19.69817668253627,0.9865629549051553,2.147443615149369,10.690289716439642,16,False,semantic_exclusion
aiming1_subject4_f002100_002700,data/lafan1/aiming1_subject4.bvh,2100,2700,600,30.000300003000028,19.9998,16.905668447380023,0.8467030470328086,2.5175583765701806,8.702300973667025,36,False,semantic_exclusion
aiming1_subject4_f002400_003000,data/lafan1/aiming1_subject4.bvh,2400,3000,600,30.000300003000028,19.9998,13.316560384258523,0.6669462546507864,4.000058310961883,5.729016041143774,48,False,semantic_exclusion
aiming1_subject4_f002700_003300,data/lafan1/aiming1_subject4.bvh,2700,3300,600,30.000300003000028,19.9998,11.471376627348452,0.5745321206475063,5.124725535733601,5.397048019276977,50,False,semantic_exclusion
aiming1_subject4_f003000_003600,data/lafan1/aiming1_subject4.bvh,3000,3600,600,30.000300003000028,19.9998,10.462681133974272,0.5240126424957541,8.903947724023007,5.184818817878863,42,False,semantic_exclusion
aiming1_subject4_f003300_003900,data/lafan1/aiming1_subject4.bvh,3300,3900,600,30.000300003000028,19.9998,7.244581279688216,0.3628374153368353,8.412404522491597,4.775594107252389,16,False,semantic_exclusion
aiming1_subject4_f003600_004200,data/lafan1/aiming1_subject4.bvh,3600,4200,600,30.000300003000028,19.9998,4.886749696126532,0.2447478412743993,0.6172235192639527,2.9546603289626234,6,False,semantic_exclusion
aiming1_subject4_f003900_004500,data/lafan1/aiming1_subject4.bvh,3900,4500,600,30.000300003000028,19.9998,5.339560474583472,0.2674264042097919,0.8131533553187135,2.5832316996954523,8,False,semantic_exclusion
aiming1_subject4_f004200_004800,data/lafan1/aiming1_subject4.bvh,4200,4800,600,30.000300003000028,19.9998,5.762231653091846,0.2885954562262741,0.8503509341359403,2.99296574611503,6,False,semantic_exclusion
aiming1_subject4_f004500_005100,data/lafan1/aiming1_subject4.bvh,4500,5100,600,30.000300003000028,19.9998,6.189792937012987,0.3100094241516532,1.3860948213167374,2.0476172558365926,0,False,stance_swing;semantic_exclusion
aiming1_subject4_f004800_005400,data/lafan1/aiming1_subject4.bvh,4800,5400,600,30.000300003000028,19.9998,6.843438368226288,0.34274658447216966,1.4211287079179387,3.0116967091774156,0,False,stance_swing;semantic_exclusion
aiming1_subject4_f005100_005700,data/lafan1/aiming1_subject4.bvh,5100,5700,600,30.000300003000028,19.9998,6.242249018618788,0.31263663314189677,2.1609630418693255,2.2309523245262017,6,False,semantic_exclusion
aiming1_subject4_f005400_006000,data/lafan1/aiming1_subject4.bvh,5400,6000,600,30.000300003000028,19.9998,7.02507739290057,0.35184378853307247,2.8955238592630343,3.49244603947216,38,False,semantic_exclusion
aiming1_subject4_f005700_006300,data/lafan1/aiming1_subject4.bvh,5700,6300,600,30.000300003000028,19.9998,11.507744111013498,0.5763535487281499,5.554823133285118,7.00240921237244,58,False,semantic_exclusion
aiming1_subject4_f006000_006600,data/lafan1/aiming1_subject4.bvh,6000,6600,600,30.000300003000028,19.9998,13.742659787799084,0.6882870057982258,5.736888164926413,6.244550813117648,50,False,semantic_exclusion
aiming1_subject4_f006300_006900,data/lafan1/aiming1_subject4.bvh,6300,6900,600,30.000300003000028,19.9998,13.738066191390873,0.6880569402383943,6.991904344803327,6.639489914655145,49,False,semantic_exclusion
aiming1_subject4_f006584_007184,data/lafan1/aiming1_subject4.bvh,6584,7184,600,30.000300003000028,19.9998,11.739334586204897,0.5879525199027398,10.098130216728734,6.226380602566876,64,False,semantic_exclusion
aiming2_subject2_f000000_000600,data/lafan1/aiming2_subject2.bvh,0,600,600,30.000300003000028,19.9998,6.497573696047839,0.32542430746750733,10.878779917206002,1.6751035685844453,60,False,semantic_exclusion
aiming2_subject2_f000300_000900,data/lafan1/aiming2_subject2.bvh,300,900,600,30.000300003000028,19.9998,7.636821326234401,0.3824823553528223,12.426035968074284,1.4614281909285376,75,False,semantic_exclusion
aiming2_subject2_f000600_001200,data/lafan1/aiming2_subject2.bvh,600,1200,600,30.000300003000028,19.9998,5.627310848778355,0.28183808626625606,8.411201542616139,0.9928062756827054,71,False,semantic_exclusion
aiming2_subject2_f000900_001500,data/lafan1/aiming2_subject2.bvh,900,1500,600,30.000300003000028,19.9998,4.777426853345572,0.23927251893615287,15.77988591097904,0.7822989179287156,58,False,semantic_exclusion
aiming2_subject2_f001200_001800,data/lafan1/aiming2_subject2.bvh,1200,1800,600,30.000300003000028,19.9998,6.0589667393367534,0.3034571283611043,13.463747880372418,1.2430016616107313,60,False,semantic_exclusion
aiming2_subject2_f001500_002100,data/lafan1/aiming2_subject2.bvh,1500,2100,600,30.000300003000028,19.9998,9.715603084129135,0.4865960053989088,19.08969587106869,5.694604384684046,53,False,semantic_exclusion
aiming2_subject2_f001800_002400,data/lafan1/aiming2_subject2.bvh,1800,2400,600,30.000300003000028,19.9998,15.727415437899815,0.7876914547726352,22.738355638179527,9.07574282705373,44,False,semantic_exclusion
aiming2_subject2_f002100_002700,data/lafan1/aiming2_subject2.bvh,2100,2700,600,30.000300003000028,19.9998,23.139659918899845,1.1589261094063283,12.414488486657774,10.115625932915538,28,False,semantic_exclusion
aiming2_subject2_f002400_003000,data/lafan1/aiming2_subject2.bvh,2400,3000,600,30.000300003000028,19.9998,21.640936944917613,1.083864108002563,12.899239322978516,10.623855967050185,31,False,semantic_exclusion
aiming2_subject2_f002700_003300,data/lafan1/aiming2_subject2.bvh,2700,3300,600,30.000300003000028,19.9998,21.0635423616027,1.0549458931118207,20.09175985344047,7.250413389140842,40,False,semantic_exclusion
aiming2_subject2_f003000_003600,data/lafan1/aiming2_subject2.bvh,3000,3600,600,30.000300003000028,19.9998,29.93317363811039,1.49917226909049,22.977277705860985,8.754102071505454,10,False,semantic_exclusion
aiming2_subject2_f003300_003900,data/lafan1/aiming2_subject2.bvh,3300,3900,600,30.000300003000028,19.9998,33.98231011081329,1.701969112052387,12.335088022697482,10.963913301023432,0,False,stance_swing;semantic_exclusion
aiming2_subject2_f003600_004200,data/lafan1/aiming2_subject2.bvh,3600,4200,600,30.000300003000028,19.9998,31.588174941779737,1.582061310184708,9.738970356526059,7.758977158339739,4,False,semantic_exclusion
aiming2_subject2_f003900_004500,data/lafan1/aiming2_subject2.bvh,3900,4500,600,30.000300003000028,19.9998,29.908559557386766,1.4979394981288758,12.821931837225984,10.546164165014048,6,False,semantic_exclusion
aiming2_subject2_f004200_004800,data/lafan1/aiming2_subject2.bvh,4200,4800,600,30.000300003000028,19.9998,36.76376188538407,1.841275268448047,12.143356740743464,10.63913738690732,2,False,semantic_exclusion
aiming2_subject2_f004500_005100,data/lafan1/aiming2_subject2.bvh,4500,5100,600,30.000300003000028,19.9998,44.11280925925146,2.209344760855862,10.070828428705722,11.593179123842887,0,False,stance_swing;semantic_exclusion
aiming2_subject2_f004800_005400,data/lafan1/aiming2_subject2.bvh,4800,5400,600,30.000300003000028,19.9998,42.412092347223094,2.12416610045348,6.961297775643415,11.600522628684235,2,False,semantic_exclusion
aiming2_subject2_f005100_005700,data/lafan1/aiming2_subject2.bvh,5100,5700,600,30.000300003000028,19.9998,40.24286536151874,2.0155225940332224,5.465083968974499,10.938809783719131,10,False,semantic_exclusion
aiming2_subject2_f005400_006000,data/lafan1/aiming2_subject2.bvh,5400,6000,600,30.000300003000028,19.9998,38.43998045593386,1.9252269545700729,10.123078650486669,9.786455559240512,10,False,semantic_exclusion
aiming2_subject2_f005700_006300,data/lafan1/aiming2_subject2.bvh,5700,6300,600,30.000300003000028,19.9998,27.053468978010592,1.354945217799954,8.256456729894712,10.5668990601616,20,False,semantic_exclusion
aiming2_subject2_f006000_006600,data/lafan1/aiming2_subject2.bvh,6000,6600,600,30.000300003000028,19.9998,11.523162483752131,0.5771257620966258,25.620323586563522,6.520962362465907,51,False,semantic_exclusion
aiming2_subject2_f006300_006900,data/lafan1/aiming2_subject2.bvh,6300,6900,600,30.000300003000028,19.9998,8.26141627810794,0.41376455224191344,20.24933209131676,4.657524639122827,52,False,semantic_exclusion
aiming2_subject2_f006600_007200,data/lafan1/aiming2_subject2.bvh,6600,7200,600,30.000300003000028,19.9998,17.897648393914942,0.8963853441830716,10.811466740379377,7.0325208175525145,23,False,semantic_exclusion
aiming2_subject2_f006900_007500,data/lafan1/aiming2_subject2.bvh,6900,7500,600,30.000300003000028,19.9998,24.137715217813728,1.20891268434289,18.03292006381938,7.283357335228214,8,False,semantic_exclusion
aiming2_subject2_f007200_007800,data/lafan1/aiming2_subject2.bvh,7200,7800,600,30.000300003000028,19.9998,49.165981362354195,2.462427697516751,23.047688844406917,10.636102049586556,4,False,semantic_exclusion
aiming2_subject2_f007500_008100,data/lafan1/aiming2_subject2.bvh,7500,8100,600,30.000300003000028,19.9998,67.27925699565876,3.369612510598833,11.287781173903564,10.188453897428056,0,False,stance_swing;semantic_exclusion
aiming2_subject2_f007800_008400,data/lafan1/aiming2_subject2.bvh,7800,8400,600,30.000300003000028,19.9998,61.45439877892731,3.0778804672317497,11.064973439640728,11.592308237365955,0,False,stance_swing;semantic_exclusion
aiming2_subject2_f008100_008700,data/lafan1/aiming2_subject2.bvh,8100,8700,600,30.000300003000028,19.9998,56.6039377491294,2.8349501065526215,18.950339730621682,12.078909486329371,5,False,semantic_exclusion
aiming2_subject2_f008400_009000,data/lafan1/aiming2_subject2.bvh,8400,9000,600,30.000300003000028,19.9998,38.55737502860469,1.9311065412125585,16.90230714664501,10.909586412024483,20,False,semantic_exclusion
aiming2_subject2_f008572_009172,data/lafan1/aiming2_subject2.bvh,8572,9172,600,30.000300003000028,19.9998,22.754387861750658,1.1396301539852123,17.73409534803524,9.292023779083785,28,False,semantic_exclusion
aiming2_subject3_f000000_000600,data/lafan1/aiming2_subject3.bvh,0,600,600,30.000300003000028,19.9998,5.922568913056718,0.2966257832723595,5.143592464764012,4.679381018350151,36,False,semantic_exclusion
aiming2_subject3_f000300_000900,data/lafan1/aiming2_subject3.bvh,300,900,600,30.000300003000028,19.9998,9.923217688389403,0.4969941696940878,5.173944177415925,4.879475277312343,47,False,semantic_exclusion
aiming2_subject3_f000600_001200,data/lafan1/aiming2_subject3.bvh,600,1200,600,30.000300003000028,19.9998,10.154272065139736,0.5085662909286723,6.274524371314106,4.307408790975061,60,False,semantic_exclusion
aiming2_subject3_f000900_001500,data/lafan1/aiming2_subject3.bvh,900,1500,600,30.000300003000028,19.9998,14.011855467582297,0.7017693950353008,11.357931552282297,7.1223295234400155,44,False,semantic_exclusion
aiming2_subject3_f001200_001800,data/lafan1/aiming2_subject3.bvh,1200,1800,600,30.000300003000028,19.9998,14.449099924549127,0.7236683347408996,9.206934620342892,7.163215076120826,42,False,semantic_exclusion
aiming2_subject3_f001500_002100,data/lafan1/aiming2_subject3.bvh,1500,2100,600,30.000300003000028,19.9998,16.929392247414942,0.8478912292001856,10.809253735858587,9.905842216290981,42,False,semantic_exclusion
aiming2_subject3_f001800_002400,data/lafan1/aiming2_subject3.bvh,1800,2400,600,30.000300003000028,19.9998,15.552337318444282,0.7789228469134916,9.843967160679881,6.376251386575706,45,False,semantic_exclusion
aiming2_subject3_f002100_002700,data/lafan1/aiming2_subject3.bvh,2100,2700,600,30.000300003000028,19.9998,12.853524975899358,0.6437556016244315,8.857423181092273,4.4353974398831735,46,False,semantic_exclusion
aiming2_subject3_f002400_003000,data/lafan1/aiming2_subject3.bvh,2400,3000,600,30.000300003000028,19.9998,13.38255595186455,0.6702515748962773,11.789556649807897,7.708081333014788,38,False,semantic_exclusion
aiming2_subject3_f002700_003300,data/lafan1/aiming2_subject3.bvh,2700,3300,600,30.000300003000028,19.9998,12.005046187171063,0.6012604126293882,13.7244113297667,7.076572400813642,48,False,semantic_exclusion
aiming2_subject3_f003000_003600,data/lafan1/aiming2_subject3.bvh,3000,3600,600,30.000300003000028,19.9998,18.201933983351836,0.9116251755181243,15.391230459801736,9.820220256617723,31,False,semantic_exclusion
aiming2_subject3_f003300_003900,data/lafan1/aiming2_subject3.bvh,3300,3900,600,30.000300003000028,19.9998,15.373858271345009,0.7699839070850646,4.89022763127215,8.434896205315916,42,False,semantic_exclusion
aiming2_subject3_f003600_004200,data/lafan1/aiming2_subject3.bvh,3600,4200,600,30.000300003000028,19.9998,16.678358758978565,0.8353184746694827,4.384564388946666,8.984615706748748,39,False,semantic_exclusion
aiming2_subject3_f003900_004500,data/lafan1/aiming2_subject3.bvh,3900,4500,600,30.000300003000028,19.9998,23.757626298357792,1.1898763210515806,9.334021059790668,8.446117902021571,12,False,semantic_exclusion
aiming2_subject3_f004200_004800,data/lafan1/aiming2_subject3.bvh,4200,4800,600,30.000300003000028,19.9998,19.914033431399126,0.997373918550494,7.7559884862250685,10.45107981070938,28,False,semantic_exclusion
aiming2_subject3_f004500_005100,data/lafan1/aiming2_subject3.bvh,4500,5100,600,30.000300003000028,19.9998,12.709677658713321,0.6365511564320979,8.391584987223933,5.82047220892029,52,False,semantic_exclusion
aiming2_subject3_f004800_005400,data/lafan1/aiming2_subject3.bvh,4800,5400,600,30.000300003000028,19.9998,16.78499429916237,0.8406592062162209,26.12082469798452,6.204458316467356,40,False,semantic_exclusion
aiming2_subject3_f005100_005700,data/lafan1/aiming2_subject3.bvh,5100,5700,600,30.000300003000028,19.9998,27.63963460178993,1.3843027212470753,26.88832917881155,9.714758868194657,24,False,semantic_exclusion
aiming2_subject3_f005400_006000,data/lafan1/aiming2_subject3.bvh,5400,6000,600,30.000300003000028,19.9998,30.42928110000431,1.5240193019628514,10.868680286017337,9.656292468195435,15,False,semantic_exclusion
aiming2_subject3_f005700_006300,data/lafan1/aiming2_subject3.bvh,5700,6300,600,30.000300003000028,19.9998,22.60768429009781,1.1322826562204424,7.797583974302973,7.291761579589528,19,False,semantic_exclusion
aiming2_subject3_f006000_006600,data/lafan1/aiming2_subject3.bvh,6000,6600,600,30.000300003000028,19.9998,12.822240569326425,0.6421887542411195,5.798378728864284,7.494834771166514,41,False,semantic_exclusion
aiming2_subject3_f006300_006900,data/lafan1/aiming2_subject3.bvh,6300,6900,600,30.000300003000028,19.9998,14.68966968813269,0.7357170243555202,6.3834543167841185,10.028595943234142,35,False,semantic_exclusion
aiming2_subject3_f006600_007200,data/lafan1/aiming2_subject3.bvh,6600,7200,600,30.000300003000028,19.9998,21.33721050966524,1.068652281330755,9.208454118315762,9.574224398423649,30,False,semantic_exclusion
aiming2_subject3_f006900_007500,data/lafan1/aiming2_subject3.bvh,6900,7500,600,30.000300003000028,19.9998,20.31876962046033,1.017644715034479,10.937540916830299,9.22058380130349,25,False,semantic_exclusion
aiming2_subject3_f007200_007800,data/lafan1/aiming2_subject3.bvh,7200,7800,600,30.000300003000028,19.9998,13.002215089036696,0.6512025932798574,6.57611410308976,4.110629683276489,31,False,semantic_exclusion
aiming2_subject3_f007500_008100,data/lafan1/aiming2_subject3.bvh,7500,8100,600,30.000300003000028,19.9998,14.364467641206357,0.7194296137221651,6.505142893289199,9.03162242758534,40,False,semantic_exclusion
aiming2_subject3_f007800_008400,data/lafan1/aiming2_subject3.bvh,7800,8400,600,30.000300003000028,19.9998,20.59935039342289,1.031697314974296,7.405822187879675,10.421996993550522,45,False,semantic_exclusion
aiming2_subject3_f008100_008700,data/lafan1/aiming2_subject3.bvh,8100,8700,600,30.000300003000028,19.9998,20.567209628209522,1.0300875777477065,14.347845230087309,10.421996993550522,45,False,semantic_exclusion
aiming2_subject3_f008400_009000,data/lafan1/aiming2_subject3.bvh,8400,9000,600,30.000300003000028,19.9998,13.448234109404119,0.6735409979844765,18.033643308231426,7.808748432316148,44,False,semantic_exclusion
aiming2_subject3_f008572_009172,data/lafan1/aiming2_subject3.bvh,8572,9172,600,30.000300003000028,19.9998,5.898957117873906,0.29544321075300434,12.244809002997496,3.5557415856584385,41,False,semantic_exclusion
aiming2_subject5_f000000_000600,data/lafan1/aiming2_subject5.bvh,0,600,600,30.000300003000028,19.9998,17.60223233655936,0.8815897342559081,17.33428570833668,10.705077374460826,24,False,semantic_exclusion
aiming2_subject5_f000300_000900,data/lafan1/aiming2_subject5.bvh,300,900,600,30.000300003000028,19.9998,21.14889281300442,1.0592205828404402,22.60819678237813,9.142647161468147,8,False,semantic_exclusion
aiming2_subject5_f000600_001200,data/lafan1/aiming2_subject5.bvh,600,1200,600,30.000300003000028,19.9998,22.189932616623494,1.111359992562705,22.16609268716893,8.846286926226165,20,False,semantic_exclusion
aiming2_subject5_f000900_001500,data/lafan1/aiming2_subject5.bvh,900,1500,600,30.000300003000028,19.9998,19.469492153386703,0.9751095250545178,15.23631856857422,7.100760609917261,38,False,semantic_exclusion
aiming2_subject5_f001200_001800,data/lafan1/aiming2_subject5.bvh,1200,1800,600,30.000300003000028,19.9998,17.104726265588404,0.856672653483884,12.063717898656556,9.102702281385692,43,False,semantic_exclusion
aiming2_subject5_f001500_002100,data/lafan1/aiming2_subject5.bvh,1500,2100,600,30.000300003000028,19.9998,17.12520164701568,0.8576981419404683,15.227667753289992,8.339345440982353,48,False,semantic_exclusion
aiming2_subject5_f001800_002400,data/lafan1/aiming2_subject5.bvh,1800,2400,600,30.000300003000028,19.9998,23.13885594471633,1.1588858431847924,6.929541074701641,7.027713488634096,40,False,semantic_exclusion
aiming2_subject5_f002100_002700,data/lafan1/aiming2_subject5.bvh,2100,2700,600,30.000300003000028,19.9998,22.07304934562545,1.1055060139395443,7.10833967520675,8.927667370493339,30,False,semantic_exclusion
aiming2_subject5_f002400_003000,data/lafan1/aiming2_subject5.bvh,2400,3000,600,30.000300003000028,19.9998,14.521136172750854,0.7272761962720221,6.607940560530725,6.743469685427523,30,False,semantic_exclusion
aiming2_subject5_f002700_003300,data/lafan1/aiming2_subject5.bvh,2700,3300,600,30.000300003000028,19.9998,22.45289969077863,1.1245304284818456,6.954520234559318,10.636459178953698,23,False,semantic_exclusion
aiming2_subject5_f003000_003600,data/lafan1/aiming2_subject5.bvh,3000,3600,600,30.000300003000028,19.9998,22.693641797562087,1.136587749728687,11.881941321057466,10.25839422031158,28,False,semantic_exclusion
aiming2_subject5_f003300_003900,data/lafan1/aiming2_subject5.bvh,3300,3900,600,30.000300003000028,19.9998,19.67859989030779,0.9855824713660052,8.842454779479308,6.622011516954119,29,False,semantic_exclusion
aiming2_subject5_f003600_004200,data/lafan1/aiming2_subject5.bvh,3600,4200,600,30.000300003000028,19.9998,24.63408656700669,1.233772933739689,8.769919808092244,6.641392889087218,14,False,semantic_exclusion
aiming2_subject5_f003900_004500,data/lafan1/aiming2_subject5.bvh,3900,4500,600,30.000300003000028,19.9998,26.625604725195334,1.333516075988573,9.289952899418488,9.140095692260001,16,False,semantic_exclusion
aiming2_subject5_f004200_004800,data/lafan1/aiming2_subject5.bvh,4200,4800,600,30.000300003000028,19.9998,23.25736070247668,1.1648210323076527,9.25608534169604,8.850126438403903,24,False,semantic_exclusion
aiming2_subject5_f004500_005100,data/lafan1/aiming2_subject5.bvh,4500,5100,600,30.000300003000028,19.9998,23.196306167826727,1.1617631786247775,13.388420379779205,9.831821716229214,24,False,semantic_exclusion
aiming2_subject5_f004800_005400,data/lafan1/aiming2_subject5.bvh,4800,5400,600,30.000300003000028,19.9998,21.00216966659026,1.0518721046938477,8.048823660180116,9.978216425532729,32,False,semantic_exclusion
aiming2_subject5_f005100_005700,data/lafan1/aiming2_subject5.bvh,5100,5700,600,30.000300003000028,19.9998,19.292813421153248,0.9662607521477509,7.675179454594172,8.27594349324942,26,False,semantic_exclusion
aiming2_subject5_f005400_006000,data/lafan1/aiming2_subject5.bvh,5400,6000,600,30.000300003000028,19.9998,25.944302803052054,1.2993937687149184,12.740678380056293,8.089467812666445,12,False,semantic_exclusion
aiming2_subject5_f005700_006300,data/lafan1/aiming2_subject5.bvh,5700,6300,600,30.000300003000028,19.9998,23.689271086511898,1.1864528204469973,12.616254384094493,8.834729869028852,28,False,semantic_exclusion
aiming2_subject5_f006000_006600,data/lafan1/aiming2_subject5.bvh,6000,6600,600,30.000300003000028,19.9998,15.117967847388686,0.757167897925491,8.028079451852221,9.74569390730318,47,False,semantic_exclusion
aiming2_subject5_f006300_006900,data/lafan1/aiming2_subject5.bvh,6300,6900,600,30.000300003000028,19.9998,9.136043768198906,0.45756937209767284,13.435756264680823,2.0374972953076034,62,False,semantic_exclusion
aiming2_subject5_f006600_007200,data/lafan1/aiming2_subject5.bvh,6600,7200,600,30.000300003000028,19.9998,7.9179755744284925,0.39656367721082014,9.304657160596468,2.502175096814473,63,False,semantic_exclusion
aiming2_subject5_f006900_007500,data/lafan1/aiming2_subject5.bvh,6900,7500,600,30.000300003000028,19.9998,10.952528859082141,0.5485461628780967,7.362572295297492,3.132361386657621,42,False,semantic_exclusion
aiming2_subject5_f007200_007800,data/lafan1/aiming2_subject5.bvh,7200,7800,600,30.000300003000028,19.9998,17.037367941101635,0.8532990809591718,13.981523339469287,7.447514891389644,30,False,semantic_exclusion
aiming2_subject5_f007500_008100,data/lafan1/aiming2_subject5.bvh,7500,8100,600,30.000300003000028,19.9998,24.911884325580033,1.2476861492611602,10.23315227673256,10.04641032484927,23,False,semantic_exclusion
aiming2_subject5_f007800_008400,data/lafan1/aiming2_subject5.bvh,7800,8400,600,30.000300003000028,19.9998,34.604626952869786,1.7331372121502409,13.531829628751321,10.42212989952139,10,False,semantic_exclusion
aiming2_subject5_f008100_008700,data/lafan1/aiming2_subject5.bvh,8100,8700,600,30.000300003000028,19.9998,39.43975695720326,1.9752997341594414,13.726325719231635,10.054272375118282,6,False,semantic_exclusion
